Object,A,B,C,GraspedDimension,Rigidity,Roundness,Mass,Shape,Type,Task,Force,Constraint,Class,Duration,OppType,PIP,Grasp,Grasp_group,Task_group,Power palm add 3-5,Power palm abd 2-5,Power palm add 2-5,Power pad abd 2,Power pad abd 2-3,Power pad abd 2-4,Intermediate abd 2,Intermediate add 2,Intermediate add 3,Precision pad abd 2,Precision pad abd 2-3,Precision pad abd 2-4,Precision pad abd 2-5,Precision pad add 2-5,Precision side abd 3,platform
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,picking up,weight,uuu,hold,2.0,Pad,Precision,quadpod,Precision pad abd 2-4,picking up,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,picking up,weight,uuu,hold,19.0,Palm,Power,index finger extension,Power palm add 3-5,picking up,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding,weight,uuu,hold,9.0,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding,weight,uuu,hold,25.0,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding,weight,uuu,hold,16.0,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding,weight,uuu,hold,15.0,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,2.0,Palm,Power,large diameter,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,8.0,Pad,Power,ring,Power pad abd 2,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,2.0,Pad,Precision,thumb-4 finger,Precision pad abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,2.0,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,6.0,Palm,Power,large diameter,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,1.0,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,8.0,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,1.0,Side,Intermediate,lateral pinch,Intermediate add 2,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,0.0,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,4.0,Pad,Precision,thumb-3 finger,Precision pad abd 2-4,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,4.0,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,3.0,Pad,Precision,thumb-3 finger,Precision pad abd 2-4,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,2.0,Pad,Precision,thumb-3 finger,Precision pad abd 2-4,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,11.0,Pad,Precision,tripod,Precision pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,6.0,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,2.0,Palm,Power,power sphere,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,1.0,Pad,Power,ring,Power pad abd 2,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,7.0,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,16.68,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,4.8,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,9.96,Palm,Power,large diameter,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,7.24,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,13.32,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,7.28,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,1.16,Pad,Precision,thumb-2 finger,Precision pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,6.48,Pad,Precision,thumb-2 finger,Precision pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,8.76,Pad,Precision,thumb-2 finger,Precision pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,1.2,Pad,Power,sphere-3 finger,Power pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,6.56,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,0.28,Palm,Power,large diameter,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,2.8,Pad,Power,sphere-3 finger,Power pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,0.8,Pad,Power,ring,Power pad abd 2,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,1.28,Pad,Power,sphere-3 finger,Power pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,0.36,Pad,Precision,thumb-2 finger,Precision pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,3.88,Pad,Power,sphere-3 finger,Power pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,1.48,Side,Intermediate,lateral pinch,Intermediate add 2,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,1.6,Side,Intermediate,adduction,Intermediate abd 2,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,4.0,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,1.96,Side,Intermediate,lateral pinch,Intermediate add 2,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,11.56,Pad,Precision,parallel extension,Precision pad add 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,7.56,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,0.64,Side,Intermediate,lateral pinch,Intermediate add 2,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,2.04,Side,Intermediate,lateral pinch,Intermediate add 2,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,1.52,Pad,Precision,thumb-3 finger,Precision pad abd 2-4,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,1.28,Pad,Precision,thumb-2 finger,Precision pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,0.84,Palm,Power,large diameter,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,1.0,Pad,Precision,thumb-3 finger,Precision pad abd 2-4,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,1.24,Pad,Power,sphere-3 finger,Power pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,3.96,Pad,Power,sphere-3 finger,Power pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,1.24,Pad,Power,sphere-3 finger,Power pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,1.88,Pad,Power,sphere-3 finger,Power pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,3.88,Pad,Power,sphere-3 finger,Power pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,5.32,Pad,Power,sphere-3 finger,Power pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,4.84,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,1.8,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,4.28,Pad,Power,sphere-3 finger,Power pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,1.6,Pad,Power,sphere-3 finger,Power pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,19.56,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,6.36,Pad,Power,sphere-3 finger,Power pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,0.92,Palm,Power,power sphere,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,16.44,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,4.2,Pad,Power,sphere-3 finger,Power pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,1.4,Pad,Precision,thumb-3 finger,Precision pad abd 2-4,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,3.96,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,1.08,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,7.76,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding cleaning supplies,weight,uuu,hold,7.68,Palm,Power,large diameter,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,0.8,Palm,Power,large diameter,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,1.36,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,1.8,Palm,Power,large diameter,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,0.36,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,0.72,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding bottle,weight,uuu,hold,4.0,Pad,Precision,thumb-2 finger,Precision pad abd 2-3,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding,weight,uuu,hold,11.0,Palm,Power,large diameter,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding,weight,uuu,hold,20.0,Palm,Power,large diameter,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,holding,weight,uuu,hold,5.0,Palm,Power,large diameter,Power palm abd 2-5,holding,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,9.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,3.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at work,weight,utt,use,38.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,4.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,5.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,7.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at work,weight,utt,use,5.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,40.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,11.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,19.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,2.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,12.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at work,weight,utt,use,19.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at work,weight,utt,use,8.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,13.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,10.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,8.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,29.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,6.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,14.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,8.0,Pad,Precision,thumb-4 finger,Precision pad abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,54.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at work,weight,utt,use,3.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,15.0,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,50.16,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,4.96,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,0.64,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spray bottle,15.0,6.0,3.5,b/c,squeezable,non-round,400.0,bladed,irregular,aiming bottle at surface,weight,utt,use,56.28,Palm,Power,medium wrap,Power palm abd 2-5,aiming,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
